id,cid,pokemon_species_id,form,name,name_ko,is_independent,hp,attack,defense,special_attack,special_defense,speed,total,type1_id,type2_id,ability1_id,ability2_id,ability_hidden_id,height,weight,base_experience,capture_rate,effort_hp,effort_atk,effort_def,effort_spa,effort_spd,effort_spe,is_battle_only,is_mega,is_gmax,is_region_form,sprite_url
246,246000,246,0,,,1,50,64,50,45,50,41,300,5,4,62,,8,6,720,60,45,0,1,0,0,0,0,0,0,,,/static/pokemon_forms/0246_00_Larvitar.png
247,247000,247,0,,,1,70,84,70,65,70,51,410,5,4,61,,,12,1520,144,45,0,2,0,0,0,0,0,0,,,/static/pokemon_forms/0247_00_Pupitar.png
248,248000,248,0,,,1,100,134,110,95,100,61,600,5,16,45,,127,20,2020,270,45,0,3,0,0,0,0,0,0,,,/static/pokemon_forms/0248_00_Tyranitar.png
10049,248001,248,1,Mega,메가진화,0,100,164,150,95,120,71,700,5,16,45,,,25,2550,315,45,0,3,0,0,0,0,1,1,0,0,/static/pokemon_forms/0248_01_Tyranitar.png
249,249000,249,0,,,1,106,90,130,90,154,110,680,13,2,46,,136,52,2160,306,3,0,0,0,0,3,0,0,0,,,/static/pokemon_forms/0249_00_Lugia.png
250,250000,250,0,,,1,106,130,90,110,154,90,680,9,2,46,,144,38,1990,306,3,0,0,0,0,3,0,0,0,,,/static/pokemon_forms/0250_00_Ho-oh.png
251,251000,251,0,,,1,100,100,100,100,100,100,600,13,11,30,,,6,50,270,45,3,0,0,0,0,0,0,0,,,/static/pokemon_forms/0251_00_Celebi.png
252,252000,252,0,,,1,40,45,35,65,55,70,310,11,,65,,84,5,50,62,45,0,0,0,0,0,1,0,0,,,/static/pokemon_forms/0252_00_Treecko.png
253,253000,253,0,,,1,50,65,45,85,65,95,405,11,,65,,84,9,216,142,45,0,0,0,0,0,2,0,0,,,/static/pokemon_forms/0253_00_Grovyle.png
254,254000,254,0,,,1,70,85,65,105,85,120,530,11,,65,,84,17,522,239,45,0,0,0,0,0,3,0,0,,,/static/pokemon_forms/0254_00_Sceptile.png
10065,254001,254,1,Mega,메가진화,0,70,110,75,145,85,145,630,11,15,31,,,19,552,284,45,0,0,0,0,0,3,1,1,0,0,/static/pokemon_forms/0254_01_Sceptile.png
255,255000,255,0,,,1,45,60,40,70,50,45,310,9,,66,,3,4,25,62,45,0,0,0,1,0,0,0,0,,,/static/pokemon_forms/0255_00_Torchic.png
256,256000,256,0,,,1,60,85,60,85,60,55,405,9,1,66,,3,9,195,142,45,0,1,0,1,0,0,0,0,,,/static/pokemon_forms/0256_00_Combusken.png
257,257000,257,0,,,1,80,120,70,110,70,80,530,9,1,66,,3,19,520,239,45,0,3,0,0,0,0,0,0,,,/static/pokemon_forms/0257_00_Blaziken.png
10050,257001,257,1,Mega,메가진화,0,80,160,80,130,80,100,630,9,1,3,,,19,520,284,45,0,3,0,0,0,0,1,1,0,0,/static/pokemon_forms/0257_01_Blaziken.png
258,258000,258,0,,,1,50,70,50,50,50,40,310,10,,67,,6,4,76,62,45,0,1,0,0,0,0,0,0,,,/static/pokemon_forms/0258_00_Mudkip.png
259,259000,259,0,,,1,70,85,70,60,70,50,405,10,4,67,,6,7,280,142,45,0,2,0,0,0,0,0,0,,,/static/pokemon_forms/0259_00_Marshtomp.png
260,260000,260,0,,,1,100,110,90,85,90,60,535,10,4,67,,6,15,819,241,45,0,3,0,0,0,0,0,0,,,/static/pokemon_forms/0260_00_Swampert.png
10064,260001,260,1,Mega,메가진화,0,100,150,110,95,110,70,635,10,4,33,,,19,1020,286,45,0,3,0,0,0,0,1,1,0,0,/static/pokemon_forms/0260_01_Swampert.png
261,261000,261,0,,,1,35,55,35,30,30,35,220,16,,50,95,155,5,136,56,255,0,1,0,0,0,0,0,0,,,/static/pokemon_forms/0261_00_Poochyena.png
262,262000,262,0,,,1,70,90,70,60,60,70,420,16,,22,95,153,10,370,147,127,0,2,0,0,0,0,0,0,,,/static/pokemon_forms/0262_00_Mightyena.png
263,263000,263,0,,,1,38,30,41,30,41,60,240,0,,53,82,95,4,175,56,255,0,0,0,0,0,1,0,0,,,/static/pokemon_forms/0263_00_Zigzagoon.png
10174,263001,263,1,Galarian,가라르의 모습,1,38,30,41,30,41,60,240,16,0,53,82,95,4,175,56,255,0,0,0,0,0,1,0,0,0,1,/static/pokemon_forms/0263_01_Zigzagoon.png
264,264000,264,0,,,1,78,70,61,50,61,100,420,0,,53,82,95,5,325,147,90,0,0,0,0,0,2,0,0,,,/static/pokemon_forms/0264_00_Linoone.png
10175,264001,264,1,Galarian,가라르의 모습,1,78,70,61,50,61,100,420,16,0,53,82,95,5,325,147,90,0,0,0,0,0,2,0,0,0,1,/static/pokemon_forms/0264_01_Linoone.png
265,265000,265,0,,,1,45,45,35,20,30,20,195,6,,19,,50,3,36,56,255,1,0,0,0,0,0,0,0,,,/static/pokemon_forms/0265_00_Wurmple.png
266,266000,266,0,,,1,50,35,55,25,25,15,205,6,,61,,,6,100,72,120,0,0,2,0,0,0,0,0,,,/static/pokemon_forms/0266_00_Silcoon.png
267,267000,267,0,,,1,60,70,50,100,50,65,395,6,2,68,,79,10,284,178,45,0,0,0,3,0,0,0,0,,,/static/pokemon_forms/0267_00_Beautifly.png
268,268000,268,0,,,1,50,35,55,25,25,15,205,6,,61,,,7,115,72,120,0,0,2,0,0,0,0,0,,,/static/pokemon_forms/0268_00_Cascoon.png
269,269000,269,0,,,1,60,50,70,50,90,65,385,6,3,19,,14,12,316,173,45,0,0,0,0,3,0,0,0,,,/static/pokemon_forms/0269_00_Dustox.png
270,270000,270,0,,,1,40,30,30,40,50,30,220,10,11,33,44,20,5,26,44,255,0,0,0,0,1,0,0,0,,,/static/pokemon_forms/0270_00_Lotad.png
271,271000,271,0,,,1,60,50,50,60,70,50,340,10,11,33,44,20,12,325,119,120,0,0,0,0,2,0,0,0,,,/static/pokemon_forms/0271_00_Lombre.png
272,272000,272,0,,,1,80,70,70,90,100,70,480,10,11,33,44,20,15,550,216,45,0,0,0,0,3,0,0,0,,,/static/pokemon_forms/0272_00_Ludicolo.png
273,273000,273,0,,,1,40,40,50,30,30,30,220,11,,34,48,124,5,40,44,255,0,0,1,0,0,0,0,0,,,/static/pokemon_forms/0273_00_Seedot.png
274,274000,274,0,,,1,70,70,40,60,40,60,340,11,16,34,48,124,10,280,119,120,0,2,0,0,0,0,0,0,,,/static/pokemon_forms/0274_00_Nuzleaf.png
275,275000,275,0,,,1,90,100,60,90,60,80,480,11,16,34,48,124,13,596,216,45,0,3,0,0,0,0,0,0,,,/static/pokemon_forms/0275_00_Shiftry.png
276,276000,276,0,,,1,40,55,30,30,30,85,270,0,2,62,,113,3,23,54,200,0,0,0,0,0,1,0,0,,,/static/pokemon_forms/0276_00_Taillow.png
277,277000,277,0,,,1,60,85,60,75,50,125,455,0,2,62,,113,7,198,159,45,0,0,0,0,0,2,0,0,,,/static/pokemon_forms/0277_00_Swellow.png
278,278000,278,0,,,1,40,30,30,55,30,85,270,10,2,51,93,44,6,95,54,190,0,0,0,0,0,1,0,0,,,/static/pokemon_forms/0278_00_Wingull.png
279,279000,279,0,,,1,60,50,100,95,70,65,440,10,2,51,2,44,12,280,154,45,0,0,2,0,0,0,0,0,,,/static/pokemon_forms/0279_00_Pelipper.png
280,280000,280,0,,,1,28,25,25,45,35,40,198,13,17,28,36,140,4,66,40,235,0,0,0,1,0,0,0,0,,,/static/pokemon_forms/0280_00_Ralts.png
281,281000,281,0,,,1,38,35,35,65,55,50,278,13,17,28,36,140,8,202,97,120,0,0,0,2,0,0,0,0,,,/static/pokemon_forms/0281_00_Kirlia.png
282,282000,282,0,,,1,68,65,65,125,115,80,518,13,17,28,36,140,16,484,233,45,0,0,0,3,0,0,0,0,,,/static/pokemon_forms/0282_00_Gardevoir.png
10051,282001,282,1,Mega,메가진화,0,68,85,65,165,135,100,618,13,17,182,,,16,484,278,45,0,0,0,3,0,0,1,1,0,0,/static/pokemon_forms/0282_01_Gardevoir.png
283,283000,283,0,,,1,40,30,32,50,52,65,269,6,10,33,,44,5,17,54,200,0,0,0,0,0,1,0,0,,,/static/pokemon_forms/0283_00_Surskit.png
284,284000,284,0,,,1,70,60,62,80,82,60,414,6,2,22,,127,8,36,159,75,0,0,0,1,1,0,0,0,,,/static/pokemon_forms/0284_00_Masquerain.png
285,285000,285,0,,,1,60,40,60,40,60,35,295,11,,27,90,95,4,45,59,255,1,0,0,0,0,0,0,0,,,/static/pokemon_forms/0285_00_Shroomish.png
286,286000,286,0,,,1,60,130,80,60,60,70,460,11,1,27,90,101,12,392,161,90,0,2,0,0,0,0,0,0,,,/static/pokemon_forms/0286_00_Breloom.png
287,287000,287,0,,,1,60,60,60,35,35,30,280,0,,54,,,8,240,56,255,1,0,0,0,0,0,0,0,,,/static/pokemon_forms/0287_00_Slakoth.png
288,288000,288,0,,,1,80,80,80,55,55,90,440,0,,72,,,14,465,154,120,0,0,0,0,0,2,0,0,,,/static/pokemon_forms/0288_00_Vigoroth.png
289,289000,289,0,,,1,150,160,100,95,65,100,670,0,,54,,,20,1305,252,45,3,0,0,0,0,0,0,0,,,/static/pokemon_forms/0289_00_Slaking.png
290,290000,290,0,,,1,31,45,90,30,30,40,266,6,4,14,,50,5,55,53,255,0,0,1,0,0,0,0,0,,,/static/pokemon_forms/0290_00_Nincada.png
291,291000,291,0,,,1,61,90,45,50,50,160,456,6,2,3,,151,8,120,160,120,0,0,0,0,0,2,0,0,,,/static/pokemon_forms/0291_00_Ninjask.png
292,292000,292,0,,,1,1,90,45,30,30,40,236,6,7,25,,,8,12,83,45,2,0,0,0,0,0,0,0,,,/static/pokemon_forms/0292_00_Shedinja.png
293,293000,293,0,,,1,64,51,23,51,23,28,240,0,,43,,155,6,163,48,190,1,0,0,0,0,0,0,0,,,/static/pokemon_forms/0293_00_Whismur.png
294,294000,294,0,,,1,84,71,43,71,43,48,360,0,,43,,113,10,405,126,120,2,0,0,0,0,0,0,0,,,/static/pokemon_forms/0294_00_Loudred.png
295,295000,295,0,,,1,104,91,63,91,73,68,490,0,,43,,113,15,840,221,45,3,0,0,0,0,0,0,0,,,/static/pokemon_forms/0295_00_Exploud.png
296,296000,296,0,,,1,72,60,30,20,30,25,237,1,,47,62,125,10,864,47,180,1,0,0,0,0,0,0,0,,,/static/pokemon_forms/0296_00_Makuhita.png
297,297000,297,0,,,1,144,120,60,40,60,50,474,1,,47,62,125,23,2538,166,200,2,0,0,0,0,0,0,0,,,/static/pokemon_forms/0297_00_Hariyama.png
298,298000,298,0,,,1,50,20,40,20,40,20,190,0,17,47,37,157,2,20,38,150,1,0,0,0,0,0,0,0,,,/static/pokemon_forms/0298_00_Azurill.png
299,299000,299,0,,,1,30,45,135,45,90,30,375,5,,5,42,159,10,970,75,255,0,0,1,0,0,0,0,0,,,/static/pokemon_forms/0299_00_Nosepass.png
300,300000,300,0,,,1,50,45,45,35,35,50,260,0,,56,96,147,6,110,52,255,0,0,0,0,0,1,0,0,,,/static/pokemon_forms/0300_00_Skitty.png
301,301000,301,0,,,1,70,65,65,55,55,90,400,0,,56,96,147,11,326,140,60,1,0,0,0,0,1,0,0,,,/static/pokemon_forms/0301_00_Delcatty.png
302,302000,302,0,,,1,50,75,75,65,65,50,380,16,7,51,100,158,5,110,133,45,0,1,1,0,0,0,0,0,,,/static/pokemon_forms/0302_00_Sableye.png
10066,302001,302,1,Mega,메가진화,0,50,85,125,85,115,20,480,16,7,156,,,5,1610,168,45,0,1,1,0,0,0,1,1,0,0,/static/pokemon_forms/0302_01_Sableye.png
303,303000,303,0,,,1,50,85,85,55,55,50,380,8,17,52,22,125,6,115,133,45,0,1,1,0,0,0,0,0,,,/static/pokemon_forms/0303_00_Mawile.png
10052,303001,303,1,Mega,메가진화,0,50,105,125,55,95,50,480,8,17,37,,,10,235,168,45,0,1,1,0,0,0,1,1,0,0,/static/pokemon_forms/0303_01_Mawile.png
304,304000,304,0,,,1,50,70,100,40,40,30,330,8,5,5,69,134,4,600,66,180,0,0,1,0,0,0,0,0,,,/static/pokemon_forms/0304_00_Aron.png
305,305000,305,0,,,1,60,90,140,50,50,40,430,8,5,5,69,134,9,1200,151,90,0,0,2,0,0,0,0,0,,,/static/pokemon_forms/0305_00_Lairon.png
306,306000,306,0,,,1,70,110,180,60,60,50,530,8,5,5,69,134,21,3600,239,45,0,0,3,0,0,0,0,0,,,/static/pokemon_forms/0306_00_Aggron.png
10053,306001,306,1,Mega,메가진화,0,70,140,230,60,80,50,630,8,,111,,,22,3950,284,45,0,0,3,0,0,0,1,1,0,0,/static/pokemon_forms/0306_01_Aggron.png
307,307000,307,0,,,1,30,40,55,40,55,60,280,1,13,74,,140,6,112,56,180,0,0,0,0,0,1,0,0,,,/static/pokemon_forms/0307_00_Meditite.png
308,308000,308,0,,,1,60,60,75,60,75,80,410,1,13,74,,140,13,315,144,90,0,0,0,0,0,2,0,0,,,/static/pokemon_forms/0308_00_Medicham.png
10054,308001,308,1,Mega,메가진화,0,60,100,85,80,85,100,510,1,13,74,,,13,315,179,90,0,0,0,0,0,2,1,1,0,0,/static/pokemon_forms/0308_01_Medicham.png
309,309000,309,0,,,1,40,45,40,65,40,65,295,12,,9,31,58,6,152,59,120,0,0,0,0,0,1,0,0,,,/static/pokemon_forms/0309_00_Electrike.png
310,310000,310,0,,,1,70,75,60,105,60,105,475,12,,9,31,58,15,402,166,45,0,0,0,0,0,2,0,0,,,/static/pokemon_forms/0310_00_Manectric.png
10055,310001,310,1,Mega,메가진화,0,70,75,80,135,80,135,575,12,,22,,,18,440,201,45,0,0,0,0,0,2,1,1,0,0,/static/pokemon_forms/0310_01_Manectric.png
311,311000,311,0,,,1,60,50,40,85,75,95,405,12,,57,,,4,42,142,200,0,0,0,0,0,1,0,0,,,/static/pokemon_forms/0311_00_Plusle.png
312,312000,312,0,,,1,60,40,50,75,85,95,405,12,,58,,,4,42,142,200,0,0,0,0,0,1,0,0,,,/static/pokemon_forms/0312_00_Minun.png
313,313000,313,0,,,1,65,73,75,47,85,85,430,6,,35,68,158,7,177,151,150,0,0,0,0,0,1,0,0,,,/static/pokemon_forms/0313_00_Volbeat.png
314,314000,314,0,,,1,65,47,75,73,85,85,430,6,,12,110,158,6,177,151,150,0,0,0,0,0,1,0,0,,,/static/pokemon_forms/0314_00_Illumise.png
315,315000,315,0,,,1,50,60,45,100,80,65,400,11,3,30,38,102,3,20,140,150,0,0,0,2,0,0,0,0,,,/static/pokemon_forms/0315_00_Roselia.png
316,316000,316,0,,,1,70,43,53,43,53,40,302,3,,64,60,82,4,103,60,225,1,0,0,0,0,0,0,0,,,/static/pokemon_forms/0316_00_Gulpin.png
317,317000,317,0,,,1,100,73,83,73,83,55,467,3,,64,60,82,17,800,163,75,2,0,0,0,0,0,0,0,,,/static/pokemon_forms/0317_00_Swalot.png
318,318000,318,0,,,1,45,90,20,65,20,65,305,10,16,24,,3,8,208,61,225,0,1,0,0,0,0,0,0,,,/static/pokemon_forms/0318_00_Carvanha.png
319,319000,319,0,,,1,70,120,40,95,40,95,460,10,16,24,,3,18,888,161,60,0,2,0,0,0,0,0,0,,,/static/pokemon_forms/0319_00_Sharpedo.png
10070,319001,319,1,Mega,메가진화,0,70,140,70,110,65,105,560,10,16,173,,,25,1303,196,60,0,2,0,0,0,0,1,1,0,0,/static/pokemon_forms/0319_01_Sharpedo.png
320,320000,320,0,,,1,130,70,35,70,35,60,400,10,,41,12,46,20,1300,80,125,1,0,0,0,0,0,0,0,,,/static/pokemon_forms/0320_00_Wailmer.png
321,321000,321,0,,,1,170,90,45,90,45,60,500,10,,41,12,46,145,3980,175,60,2,0,0,0,0,0,0,0,,,/static/pokemon_forms/0321_00_Wailord.png
322,322000,322,0,,,1,60,60,40,65,45,35,305,9,4,12,86,20,7,240,61,255,0,0,0,1,0,0,0,0,,,/static/pokemon_forms/0322_00_Numel.png
323,323000,323,0,,,1,70,100,70,105,75,40,460,9,4,40,116,83,19,2200,161,150,0,1,0,1,0,0,0,0,,,/static/pokemon_forms/0323_00_Camerupt.png
10087,323001,323,1,Mega,메가진화,0,70,120,100,145,105,20,560,9,4,125,,,25,3205,196,150,0,1,0,1,0,0,1,1,0,0,/static/pokemon_forms/0323_01_Camerupt.png
324,324000,324,0,,,1,70,85,140,85,70,20,470,9,,73,70,75,5,804,165,90,0,0,2,0,0,0,0,0,,,/static/pokemon_forms/0324_00_Torkoal.png
325,325000,325,0,,,1,60,25,35,70,80,60,330,13,,47,20,82,7,306,66,255,0,0,0,0,1,0,0,0,,,/static/pokemon_forms/0325_00_Spoink.png
326,326000,326,0,,,1,80,45,65,90,110,80,470,13,,47,20,82,9,715,165,60,0,0,0,0,2,0,0,0,,,/static/pokemon_forms/0326_00_Grumpig.png
327,327000,327,0,,,1,60,60,60,60,60,60,360,0,,20,77,126,11,50,126,255,0,0,0,1,0,0,0,0,,,/static/pokemon_forms/0327_00_Spinda.png
328,328000,328,0,,,1,45,100,45,45,45,10,290,4,,52,71,125,7,150,58,255,0,1,0,0,0,0,0,0,,,/static/pokemon_forms/0328_00_Trapinch.png
329,329000,329,0,,,1,50,70,50,50,50,70,340,4,15,26,,,11,153,119,120,0,1,0,0,0,1,0,0,,,/static/pokemon_forms/0329_00_Vibrava.png
330,330000,330,0,,,1,80,100,80,80,80,100,520,4,15,26,,,20,820,234,45,0,1,0,0,0,2,0,0,,,/static/pokemon_forms/0330_00_Flygon.png
331,331000,331,0,,,1,50,85,40,85,40,35,335,11,,8,,11,4,513,67,190,0,0,0,1,0,0,0,0,,,/static/pokemon_forms/0331_00_Cacnea.png
332,332000,332,0,,,1,70,115,60,115,60,55,475,11,16,8,,11,13,774,166,60,0,1,0,1,0,0,0,0,,,/static/pokemon_forms/0332_00_Cacturne.png
333,333000,333,0,,,1,45,40,60,40,75,50,310,0,2,30,,13,4,12,62,255,0,0,0,0,1,0,0,0,,,/static/pokemon_forms/0333_00_Swablu.png
334,334000,334,0,,,1,75,70,90,70,105,80,490,15,2,30,,13,11,206,172,45,0,0,0,0,2,0,0,0,,,/static/pokemon_forms/0334_00_Altaria.png
10067,334001,334,1,Mega,메가진화,0,75,110,110,110,105,80,590,15,17,182,,,15,206,207,45,0,0,0,0,2,0,1,1,0,0,/static/pokemon_forms/0334_01_Altaria.png
335,335000,335,0,,,1,73,115,60,60,60,90,458,0,,17,,,13,403,160,90,0,2,0,0,0,0,0,0,,,/static/pokemon_forms/0335_00_Zangoose.png
336,336000,336,0,,,1,73,100,60,100,60,65,458,3,,61,,151,27,525,160,90,0,1,0,1,0,0,0,0,,,/static/pokemon_forms/0336_00_Seviper.png
337,337000,337,0,,,1,90,55,65,95,85,70,460,5,13,26,,,10,1680,161,45,0,0,0,2,0,0,0,0,,,/static/pokemon_forms/0337_00_Lunatone.png
338,338000,338,0,,,1,90,95,85,55,65,70,460,5,13,26,,,12,1540,161,45,0,2,0,0,0,0,0,0,,,/static/pokemon_forms/0338_00_Solrock.png
339,339000,339,0,,,1,50,48,43,46,41,60,288,10,4,12,107,93,4,19,58,190,1,0,0,0,0,0,0,0,,,/static/pokemon_forms/0339_00_Barboach.png
340,340000,340,0,,,1,110,78,73,76,71,60,468,10,4,12,107,93,9,236,164,75,2,0,0,0,0,0,0,0,,,/static/pokemon_forms/0340_00_Whiscash.png
341,341000,341,0,,,1,43,80,65,50,35,35,308,10,,52,75,91,6,115,62,205,0,1,0,0,0,0,0,0,,,/static/pokemon_forms/0341_00_Corphish.png
342,342000,342,0,,,1,63,120,85,90,55,55,468,10,16,52,75,91,11,328,164,155,0,2,0,0,0,0,0,0,,,/static/pokemon_forms/0342_00_Crawdaunt.png
343,343000,343,0,,,1,40,40,55,40,70,55,300,4,13,26,,,5,215,60,255,0,0,0,0,1,0,0,0,,,/static/pokemon_forms/0343_00_Baltoy.png
344,344000,344,0,,,1,60,70,105,70,120,75,500,4,13,26,,,15,1080,175,90,0,0,0,0,2,0,0,0,,,/static/pokemon_forms/0344_00_Claydol.png
345,345000,345,0,,,1,66,41,77,61,87,23,355,5,11,21,,114,10,238,71,45,0,0,0,0,1,0,0,0,,,/static/pokemon_forms/0345_00_Lileep.png
346,346000,346,0,,,1,86,81,97,81,107,43,495,5,11,21,,114,15,604,173,45,0,0,0,0,2,0,0,0,,,/static/pokemon_forms/0346_00_Cradily.png
347,347000,347,0,,,1,45,95,50,40,50,75,355,5,6,4,,33,7,125,71,45,0,1,0,0,0,0,0,0,,,/static/pokemon_forms/0347_00_Anorith.png
348,348000,348,0,,,1,75,125,100,70,80,45,495,5,6,4,,33,15,682,173,45,0,2,0,0,0,0,0,0,,,/static/pokemon_forms/0348_00_Armaldo.png
349,349000,349,0,,,1,20,15,20,10,55,80,200,10,,33,,91,6,74,40,255,0,0,0,0,0,1,0,0,,,/static/pokemon_forms/0349_00_Feebas.png
350,350000,350,0,,,1,95,60,79,100,125,81,540,10,,63,172,56,62,1620,189,60,0,0,0,0,2,0,0,0,,,/static/pokemon_forms/0350_00_Milotic.png
351,351000,351,0,,,1,70,70,70,70,70,70,420,0,,59,,,3,8,147,45,1,0,0,0,0,0,0,0,,,/static/pokemon_forms/0351_00_Castform.png
10013,351001,351,1,Sunny,태양의 모습,0,70,70,70,70,70,70,420,9,,59,,,3,8,147,45,1,0,0,0,0,0,1,0,0,0,/static/pokemon_forms/0351_01_Castform.png
10014,351002,351,2,Rainy,빗방울의 모습,0,70,70,70,70,70,70,420,10,,59,,,3,8,147,45,1,0,0,0,0,0,1,0,0,0,/static/pokemon_forms/0351_02_Castform.png
10015,351003,351,3,Snowy,설운의 모습,0,70,70,70,70,70,70,420,14,,59,,,3,8,147,45,1,0,0,0,0,0,1,0,0,0,/static/pokemon_forms/0351_03_Castform.png
352,352000,352,0,,,1,60,90,70,60,120,40,440,0,,16,,,10,220,154,200,0,0,0,0,1,0,0,0,,,/static/pokemon_forms/0352_00_Kecleon.png
353,353000,353,0,,,1,44,75,35,63,33,45,295,7,,15,119,130,6,23,59,225,0,1,0,0,0,0,0,0,,,/static/pokemon_forms/0353_00_Shuppet.png
354,354000,354,0,,,1,64,115,65,83,63,65,455,7,,15,119,130,11,125,159,45,0,2,0,0,0,0,0,0,,,/static/pokemon_forms/0354_00_Banette.png
10056,354001,354,1,Mega,메가진화,0,64,165,75,93,83,75,555,7,,158,,,12,130,194,45,0,2,0,0,0,0,1,1,0,0,/static/pokemon_forms/0354_01_Banette.png
355,355000,355,0,,,1,20,40,90,30,90,25,295,7,,26,,,8,150,59,190,0,0,0,0,1,0,0,0,,,/static/pokemon_forms/0355_00_Duskull.png
356,356000,356,0,,,1,40,70,130,60,130,25,455,7,,46,,,16,306,159,90,0,0,1,0,1,0,0,0,,,/static/pokemon_forms/0356_00_Dusclops.png
357,357000,357,0,,,1,99,68,83,72,87,51,460,11,2,34,94,139,20,1000,161,200,2,0,0,0,0,0,0,0,,,/static/pokemon_forms/0357_00_Tropius.png
358,358000,358,0,,,1,75,50,80,95,90,65,455,13,,26,,,6,10,159,45,0,0,0,1,1,0,0,0,,,/static/pokemon_forms/0358_00_Chimecho.png
359,359000,359,0,,,1,65,130,60,75,60,75,465,16,,46,105,154,12,470,163,30,0,2,0,0,0,0,0,0,,,/static/pokemon_forms/0359_00_Absol.png
10057,359001,359,1,Mega,메가진화,0,65,150,60,115,60,115,565,16,,156,,,12,490,198,30,0,2,0,0,0,0,1,1,0,0,/static/pokemon_forms/0359_01_Absol.png
360,360000,360,0,,,1,95,23,48,23,48,23,260,13,,23,,140,6,140,52,125,1,0,0,0,0,0,0,0,,,/static/pokemon_forms/0360_00_Wynaut.png
361,361000,361,0,,,1,50,50,50,50,50,50,300,14,,39,115,141,7,168,60,190,1,0,0,0,0,0,0,0,,,/static/pokemon_forms/0361_00_Snorunt.png
362,362000,362,0,,,1,80,80,80,80,80,80,480,14,,39,115,141,15,2565,168,75,2,0,0,0,0,0,0,0,,,/static/pokemon_forms/0362_00_Glalie.png
10074,362001,362,1,Mega,메가진화,0,80,120,80,120,80,100,580,14,,174,,,21,3502,203,75,2,0,0,0,0,0,1,1,0,0,/static/pokemon_forms/0362_01_Glalie.png
363,363000,363,0,,,1,70,40,50,55,50,25,290,14,10,47,115,12,8,395,58,255,1,0,0,0,0,0,0,0,,,/static/pokemon_forms/0363_00_Spheal.png
364,364000,364,0,,,1,90,60,70,75,70,45,410,14,10,47,115,12,11,876,144,120,2,0,0,0,0,0,0,0,,,/static/pokemon_forms/0364_00_Sealeo.png
365,365000,365,0,,,1,110,80,90,95,90,65,530,14,10,47,115,12,14,1506,239,45,3,0,0,0,0,0,0,0,,,/static/pokemon_forms/0365_00_Walrein.png
366,366000,366,0,,,1,35,64,85,74,55,32,345,10,,75,,155,4,525,69,255,0,0,1,0,0,0,0,0,,,/static/pokemon_forms/0366_00_Clamperl.png
367,367000,367,0,,,1,55,104,105,94,75,52,485,10,,33,,41,17,270,170,60,0,1,1,0,0,0,0,0,,,/static/pokemon_forms/0367_00_Huntail.png
368,368000,368,0,,,1,55,84,105,114,75,52,485,10,,33,,93,18,226,170,60,0,0,0,2,0,0,0,0,,,/static/pokemon_forms/0368_00_Gorebyss.png
369,369000,369,0,,,1,100,90,130,45,65,55,485,10,5,33,69,5,10,234,170,25,1,0,1,0,0,0,0,0,,,/static/pokemon_forms/0369_00_Relicanth.png
370,370000,370,0,,,1,43,30,55,40,65,97,330,10,,33,,93,6,87,116,225,0,0,0,0,0,1,0,0,,,/static/pokemon_forms/0370_00_Luvdisc.png
371,371000,371,0,,,1,45,75,60,40,30,50,300,15,,69,,125,6,421,60,45,0,1,0,0,0,0,0,0,,,/static/pokemon_forms/0371_00_Bagon.png
372,372000,372,0,,,1,65,95,100,60,50,50,420,15,,69,,142,11,1105,147,45,0,0,2,0,0,0,0,0,,,/static/pokemon_forms/0372_00_Shelgon.png
373,373000,373,0,,,1,95,135,80,110,80,100,600,15,2,22,,153,15,1026,270,45,0,3,0,0,0,0,0,0,,,/static/pokemon_forms/0373_00_Salamence.png
10089,373001,373,1,Mega,메가진화,0,95,145,130,120,90,120,700,15,2,184,,,18,1126,315,45,0,3,0,0,0,0,1,1,0,0,/static/pokemon_forms/0373_01_Salamence.png
374,374000,374,0,,,1,40,55,80,35,60,30,300,8,13,29,,135,6,952,60,3,0,0,1,0,0,0,0,0,,,/static/pokemon_forms/0374_00_Beldum.png
375,375000,375,0,,,1,60,75,100,55,80,50,420,8,13,29,,135,12,2025,147,3,0,0,2,0,0,0,0,0,,,/static/pokemon_forms/0375_00_Metang.png
376,376000,376,0,,,1,80,135,130,95,90,70,600,8,13,29,,135,16,5500,270,3,0,0,3,0,0,0,0,0,,,/static/pokemon_forms/0376_00_Metagross.png
10076,376001,376,1,Mega,메가진화,0,80,145,150,105,110,110,700,8,13,181,,,25,9429,315,3,0,0,3,0,0,0,1,1,0,0,/static/pokemon_forms/0376_01_Metagross.png
377,377000,377,0,,,1,80,100,200,50,100,50,580,5,,29,,5,17,2300,261,3,0,0,3,0,0,0,0,0,,,/static/pokemon_forms/0377_00_Regirock.png
378,378000,378,0,,,1,80,50,100,100,200,50,580,14,,29,,115,18,1750,261,3,0,0,0,0,3,0,0,0,,,/static/pokemon_forms/0378_00_Regice.png
379,379000,379,0,,,1,80,75,150,75,150,50,580,8,,29,,135,19,2050,261,3,0,0,2,0,1,0,0,0,,,/static/pokemon_forms/0379_00_Registeel.png
380,380000,380,0,,,1,80,80,90,110,130,110,600,15,13,26,,,14,400,270,3,0,0,0,0,3,0,0,0,,,/static/pokemon_forms/0380_00_Latias.png
10062,380001,380,1,Mega,메가진화,0,80,100,120,140,150,110,700,15,13,26,,,18,520,315,3,0,0,0,0,3,0,1,1,0,0,/static/pokemon_forms/0380_01_Latias.png
